   0.0000000e+00   8.6512962e-03   2.3755540e-02
   7.9333148e-02   2.0652214e-02   1.8729061e-02
   1.5866630e-01   2.7823999e-02   7.0348710e-02
   2.3799944e-01   4.3725575e-02   6.5528403e-02
   3.1733259e-01   2.7692535e-02   1.0768944e-01
   3.9666574e-01   8.7083820e-02   1.3101344e-01
   4.7599889e-01   9.9684388e-02   1.5188849e-01
   5.5533203e-01   8.7774492e-02   1.5643136e-01
   6.3466518e-01   1.0768794e-01   1.8253028e-01
   7.1399833e-01   1.1723711e-01   2.1884722e-01
   7.9333148e-01   1.2259813e-01   2.2736828e-01
   8.7266463e-01   1.5342024e-01   2.5459384e-01
   9.5199777e-01   1.3969284e-01   3.2965139e-01
   1.0313309e+00   2.0765867e-01   3.2565905e-01
   1.1106641e+00   1.7378233e-01   3.2438139e-01
   1.1899972e+00   1.9128213e-01   3.7191690e-01
   1.2693304e+00   2.2280856e-01   3.7400760e-01
   1.3486635e+00   2.1510343e-01   3.9323074e-01
   1.4279967e+00   2.2442283e-01   4.3843459e-01
   1.5073298e+00   2.2207871e-01   4.8595478e-01
   1.5866630e+00   2.5697422e-01   4.9246606e-01
   1.6659961e+00   2.3669159e-01   5.2579971e-01
   1.7453293e+00   2.8999839e-01   5.1185161e-01
   1.8246624e+00   3.2044581e-01   5.4828526e-01
   1.9039955e+00   2.8636628e-01   5.7428132e-01
   1.9833287e+00   3.2955206e-01   5.7703519e-01
   2.0626618e+00   3.4962420e-01   5.9640533e-01
   2.1419950e+00   3.0478191e-01   6.6263471e-01
   2.2213281e+00   3.1990845e-01   6.6516508e-01
   2.3006613e+00   3.7217946e-01   6.7267410e-01
   2.3799944e+00   3.6474373e-01   7.2202930e-01
   2.4593276e+00   3.9848116e-01   7.3058008e-01
   2.5386607e+00   4.1288692e-01   7.2587495e-01
   2.6179939e+00   4.2265810e-01   7.9186924e-01
   2.6973270e+00   4.4602129e-01   7.8995516e-01
   2.7766602e+00   4.4533428e-01   8.3250708e-01
   2.8559933e+00   4.6747338e-01   8.4412517e-01
   2.9353265e+00   4.3124895e-01   8.2578657e-01
   3.0146596e+00   4.6648968e-01   8.3140121e-01
   3.0939928e+00   4.7528321e-01   8.7321523e-01
   3.1733259e+00   4.5781146e-01   8.8515661e-01
   3.2526591e+00   5.0645724e-01   8.9165005e-01
   3.3319922e+00   4.9154090e-01   9.3488970e-01
   3.4113254e+00   5.5227250e-01   9.7077242e-01
   3.4906585e+00   5.1910619e-01   9.4579727e-01
   3.5699917e+00   5.5695910e-01   9.5517128e-01
   3.6493248e+00   5.6188378e-01   9.8221485e-01
   3.7286579e+00   5.5010829e-01   1.0150930e+00
   3.8079911e+00   5.3611662e-01   9.9909591e-01
   3.8873242e+00   5.8926398e-01   1.0061583e+00
   3.9666574e+00   5.8108556e-01   1.0414508e+00
   4.0459905e+00   6.2436991e-01   1.0558661e+00
   4.1253237e+00   6.3294889e-01   1.0798640e+00
   4.2046568e+00   6.6728620e-01   1.0708987e+00
   4.2839900e+00   6.5583601e-01   1.0921326e+00
   4.3633231e+00   6.4163959e-01   1.0984179e+00
   4.4426563e+00   6.7254693e-01   1.1171860e+00
   4.5219894e+00   6.5511330e-01   1.1608111e+00
   4.6013226e+00   6.8518680e-01   1.1289932e+00
   4.6806557e+00   6.9481922e-01   1.1248734e+00
   4.7599889e+00   7.0591559e-01   1.1715930e+00
   4.8393220e+00   7.0961241e-01   1.1542097e+00
   4.9186552e+00   7.4784763e-01   1.1827696e+00
   4.9979883e+00   6.9836815e-01   1.1789720e+00
   5.0773215e+00   7.5423381e-01   1.2114055e+00
   5.1566546e+00   7.7332630e-01   1.2206392e+00
   5.2359878e+00   7.7969667e-01   1.2141058e+00
   5.3153209e+00   7.8621871e-01   1.1854100e+00
   5.3946541e+00   7.8497140e-01   1.2371888e+00
   5.4739872e+00   8.0712945e-01   1.2741669e+00
   5.5533203e+00   8.1430674e-01   1.2701815e+00
   5.6326535e+00   8.0707496e-01   1.2254504e+00
   5.7119866e+00   8.1381524e-01   1.2624761e+00
   5.7913198e+00   8.2454083e-01   1.2571581e+00
   5.8706529e+00   8.0996665e-01   1.2567988e+00
   5.9499861e+00   8.4371650e-01   1.2588638e+00
   6.0293192e+00   8.5960882e-01   1.2953560e+00
   6.1086524e+00   8.7229526e-01   1.2867964e+00
   6.1879855e+00   9.0354392e-01   1.3020805e+00
   6.2673187e+00   8.7624418e-01   1.2989740e+00
   6.3466518e+00   9.0423327e-01   1.3021897e+00
   6.4259850e+00   9.1616927e-01   1.3238625e+00
   6.5053181e+00   9.2734040e-01   1.3357651e+00
   6.5846513e+00   8.9692948e-01   1.3680064e+00
   6.6639844e+00   9.2917501e-01   1.3029943e+00
   6.7433176e+00   9.3776908e-01   1.3138838e+00
   6.8226507e+00   9.2084734e-01   1.3591126e+00
   6.9019839e+00   9.3406685e-01   1.3344096e+00
   6.9813170e+00   9.7837268e-01   1.3182649e+00
   7.0606502e+00   9.6182969e-01   1.3557260e+00
   7.1399833e+00   9.7990406e-01   1.3838505e+00
   7.2193165e+00   9.8142681e-01   1.3701647e+00
   7.2986496e+00   9.7443227e-01   1.3982314e+00
   7.3779827e+00   9.8333857e-01   1.3721122e+00
   7.4573159e+00   1.0107056e+00   1.4021152e+00
   7.5366490e+00   9.9005099e-01   1.3607021e+00
   7.6159822e+00   1.0318035e+00   1.3472516e+00
   7.6953153e+00   1.0346042e+00   1.3682532e+00
   7.7746485e+00   1.0137504e+00   1.3985934e+00
   7.8539816e+00   1.0317468e+00   1.3546658e+00
