791.00 151.00 1.00 91.00 58.00 56.00 510.00 950.00 33.00 301.00 108.00 41.00 394.00 261.00 0.084602 26.2011
1635.00 143.00 0.00 113.00 103.00 95.00 583.00 1012.00 13.00 102.00 96.00 36.00 557.00 194.00 0.029599 25.2999
578.00 142.00 1.00 89.00 45.00 44.00 533.00 969.00 18.00 219.00 94.00 33.00 318.00 250.00 0.083401 24.3006
1969.00 136.00 0.00 121.00 149.00 141.00 577.00 994.00 157.00 80.00 102.00 39.00 673.00 167.00 0.015801 29.9012
1234.00 141.00 0.00 121.00 109.00 101.00 591.00 985.00 18.00 30.00 91.00 20.00 578.00 174.00 0.041399 21.2998
682.00 121.00 0.00 110.00 118.00 115.00 547.00 964.00 25.00 44.00 84.00 29.00 689.00 126.00 0.034201 20.9995
963.00 127.00 1.00 111.00 82.00 79.00 519.00 982.00 4.00 139.00 97.00 38.00 620.00 168.00 0.042100 20.6993
1555.00 131.00 1.00 109.00 115.00 109.00 542.00 969.00 50.00 179.00 79.00 35.00 472.00 206.00 0.040099 24.5988
856.00 157.00 1.00 90.00 65.00 62.00 553.00 955.00 39.00 286.00 81.00 28.00 421.00 239.00 0.071697 29.4001
705.00 140.00 0.00 118.00 71.00 68.00 632.00 1029.00 7.00 15.00 100.00 24.00 526.00 174.00 0.044498 19.5994
1674.00 124.00 0.00 105.00 121.00 116.00 580.00 966.00 101.00 106.00 77.00 35.00 657.00 170.00 0.016201 41.6000
849.00 134.00 0.00 108.00 75.00 71.00 595.00 972.00 47.00 59.00 83.00 31.00 580.00 172.00 0.031201 34.2984
511.00 128.00 0.00 113.00 67.00 60.00 624.00 972.00 28.00 10.00 77.00 25.00 507.00 206.00 0.045302 36.2993
664.00 135.00 0.00 117.00 62.00 61.00 595.00 986.00 22.00 46.00 77.00 27.00 529.00 190.00 0.053200 21.5010
798.00 152.00 1.00 87.00 57.00 53.00 530.00 986.00 30.00 72.00 92.00 43.00 405.00 264.00 0.069100 22.7008
946.00 142.00 1.00 88.00 81.00 77.00 497.00 956.00 33.00 321.00 116.00 47.00 427.00 247.00 0.052099 26.0991
539.00 143.00 0.00 110.00 66.00 63.00 537.00 977.00 10.00 6.00 114.00 35.00 487.00 166.00 0.076299 19.1002
929.00 135.00 1.00 104.00 123.00 115.00 537.00 978.00 31.00 170.00 89.00 34.00 631.00 165.00 0.119804 18.1996
750.00 130.00 0.00 116.00 128.00 128.00 536.00 934.00 51.00 24.00 78.00 34.00 627.00 135.00 0.019099 24.9008
1225.00 125.00 0.00 108.00 113.00 105.00 567.00 985.00 78.00 94.00 130.00 58.00 626.00 166.00 0.034801 26.4010
742.00 126.00 0.00 108.00 74.00 67.00 602.00 984.00 34.00 12.00 102.00 33.00 557.00 195.00 0.022800 37.5998
439.00 157.00 1.00 89.00 47.00 44.00 512.00 962.00 22.00 423.00 97.00 34.00 288.00 276.00 0.089502 37.0994
1216.00 132.00 0.00 96.00 87.00 83.00 564.00 953.00 43.00 92.00 83.00 32.00 513.00 227.00 0.030700 25.1989
968.00 131.00 0.00 116.00 78.00 73.00 574.00 1038.00 7.00 36.00 142.00 42.00 540.00 176.00 0.041598 17.6000
523.00 130.00 0.00 116.00 63.00 57.00 641.00 984.00 14.00 26.00 70.00 21.00 486.00 196.00 0.069197 21.9003
1993.00 131.00 0.00 121.00 160.00 143.00 631.00 1071.00 3.00 77.00 102.00 41.00 674.00 152.00 0.041698 22.1005
342.00 135.00 0.00 109.00 69.00 71.00 540.00 965.00 6.00 4.00 80.00 22.00 564.00 139.00 0.036099 28.4999
1216.00 152.00 0.00 112.00 82.00 76.00 571.00 1018.00 10.00 79.00 103.00 28.00 537.00 215.00 0.038201 25.8006
1043.00 119.00 0.00 107.00 166.00 157.00 521.00 938.00 168.00 89.00 92.00 36.00 637.00 154.00 0.023400 36.7009
696.00 166.00 1.00 89.00 58.00 54.00 521.00 973.00 46.00 254.00 72.00 26.00 396.00 237.00 0.075298 28.3011
373.00 140.00 0.00 93.00 55.00 54.00 535.00 1045.00 6.00 20.00 135.00 40.00 453.00 200.00 0.041999 21.7998
754.00 125.00 0.00 109.00 90.00 81.00 586.00 964.00 97.00 82.00 105.00 43.00 617.00 163.00 0.042698 30.9014
1072.00 147.00 1.00 104.00 63.00 64.00 560.00 972.00 23.00 95.00 76.00 24.00 462.00 233.00 0.049499 25.5005
923.00 126.00 0.00 118.00 97.00 97.00 542.00 990.00 18.00 21.00 102.00 35.00 589.00 166.00 0.040799 21.6997
653.00 123.00 0.00 102.00 97.00 87.00 526.00 948.00 113.00 76.00 124.00 50.00 572.00 158.00 0.020700 37.4011
1272.00 150.00 0.00 100.00 109.00 98.00 531.00 964.00 9.00 24.00 87.00 38.00 559.00 153.00 0.006900 44.0004
831.00 177.00 1.00 87.00 58.00 56.00 638.00 974.00 24.00 349.00 76.00 28.00 382.00 254.00 0.045198 31.6995
566.00 133.00 0.00 104.00 51.00 47.00 599.00 1024.00 7.00 40.00 99.00 27.00 425.00 225.00 0.053998 16.6999
826.00 149.00 1.00 88.00 61.00 54.00 515.00 953.00 36.00 165.00 86.00 35.00 395.00 251.00 0.047099 27.3004
1151.00 145.00 1.00 104.00 82.00 74.00 560.00 981.00 96.00 126.00 88.00 31.00 488.00 228.00 0.038801 29.3004
880.00 148.00 0.00 122.00 72.00 66.00 601.00 998.00 9.00 19.00 84.00 20.00 590.00 144.00 0.025100 30.0001
542.00 141.00 0.00 109.00 56.00 54.00 523.00 968.00 4.00 2.00 107.00 37.00 489.00 170.00 0.088904 12.1996
823.00 162.00 1.00 99.00 75.00 70.00 522.00 996.00 40.00 208.00 73.00 27.00 496.00 224.00 0.054902 31.9989
1030.00 136.00 0.00 121.00 95.00 96.00 574.00 1012.00 29.00 36.00 111.00 37.00 622.00 162.00 0.028100 30.0001
455.00 139.00 1.00 88.00 46.00 41.00 480.00 968.00 19.00 49.00 135.00 53.00 457.00 249.00 0.056202 32.5996
508.00 126.00 0.00 104.00 106.00 97.00 599.00 989.00 40.00 24.00 78.00 25.00 593.00 171.00 0.046598 16.6999
849.00 130.00 0.00 121.00 90.00 91.00 623.00 1049.00 3.00 22.00 113.00 40.00 588.00 160.00 0.052802 16.0997

