    0.0000    1.0000    0.0000   20.0000    2.6600
    0.0000    1.0000    0.0000   22.0000    2.8900
    0.0000    1.0000    0.0000   24.0000    3.2800
    0.0000    1.0000    0.0000   12.0000    2.9200
    1.0000    1.0000    0.0000   21.0000    4.0000
    0.0000    1.0000    0.0000   17.0000    2.8600
    0.0000    1.0000    0.0000   17.0000    2.7600
    0.0000    1.0000    0.0000   21.0000    2.8700
    0.0000    1.0000    0.0000   25.0000    3.0300
    1.0000    1.0000    0.0000   29.0000    3.9200
    0.0000    1.0000    0.0000   20.0000    2.6300
    0.0000    1.0000    0.0000   23.0000    3.3200
    0.0000    1.0000    0.0000   23.0000    3.5700
    1.0000    1.0000    0.0000   25.0000    3.2600
    0.0000    1.0000    0.0000   26.0000    3.5300
    0.0000    1.0000    0.0000   19.0000    2.7400
    0.0000    1.0000    0.0000   25.0000    2.7500
    0.0000    1.0000    0.0000   19.0000    2.8300
    0.0000    1.0000    1.0000   23.0000    3.1200
    1.0000    1.0000    1.0000   25.0000    3.1600
    0.0000    1.0000    1.0000   22.0000    2.0600
    1.0000    1.0000    1.0000   28.0000    3.6200
    0.0000    1.0000    1.0000   14.0000    2.8900
    0.0000    1.0000    1.0000   26.0000    3.5100
    1.0000    1.0000    1.0000   24.0000    3.5400
    1.0000    1.0000    1.0000   27.0000    2.8300
    1.0000    1.0000    1.0000   17.0000    3.3900
    0.0000    1.0000    1.0000   24.0000    2.6700
    1.0000    1.0000    1.0000   21.0000    3.6500
    1.0000    1.0000    1.0000   23.0000    4.0000
    0.0000    1.0000    1.0000   21.0000    3.1000
    1.0000    1.0000    1.0000   19.0000    2.3900
