0.49  0.29  0.48  0.50  0.56  0.24  0.35   0
0.07  0.40  0.48  0.50  0.54  0.35  0.44   0
0.56  0.40  0.48  0.50  0.49  0.37  0.46   0
0.59  0.49  0.48  0.50  0.52  0.45  0.36   0
0.23  0.32  0.48  0.50  0.55  0.25  0.35   0
0.67  0.39  0.48  0.50  0.36  0.38  0.46   0
0.29  0.28  0.48  0.50  0.44  0.23  0.34   0
0.21  0.34  0.48  0.50  0.51  0.28  0.39   0
0.20  0.44  0.48  0.50  0.46  0.51  0.57   0
0.42  0.40  0.48  0.50  0.56  0.18  0.30   0
0.42  0.24  0.48  0.50  0.57  0.27  0.37   0
0.25  0.48  0.48  0.50  0.44  0.17  0.29   0
0.39  0.32  0.48  0.50  0.46  0.24  0.35   0
0.51  0.50  0.48  0.50  0.46  0.32  0.35   0
0.22  0.43  0.48  0.50  0.48  0.16  0.28   0
0.25  0.40  0.48  0.50  0.46  0.44  0.52   0
0.34  0.45  0.48  0.50  0.38  0.24  0.35   0
0.44  0.27  0.48  0.50  0.55  0.52  0.58   0
0.23  0.40  0.48  0.50  0.39  0.28  0.38   0
0.41  0.57  0.48  0.50  0.39  0.21  0.32   0
0.40  0.45  0.48  0.50  0.38  0.22  0.00   0
0.31  0.23  0.48  0.50  0.73  0.05  0.14   0
0.51  0.54  0.48  0.50  0.41  0.34  0.43   0
0.30  0.16  0.48  0.50  0.56  0.11  0.23   0
0.36  0.39  0.48  0.50  0.48  0.22  0.23   0
0.29  0.37  0.48  0.50  0.48  0.44  0.52   0
0.25  0.40  0.48  0.50  0.47  0.33  0.42   0
0.21  0.51  0.48  0.50  0.50  0.32  0.41   0
0.43  0.37  0.48  0.50  0.53  0.35  0.44   0
0.43  0.39  0.48  0.50  0.47  0.31  0.41   0
0.53  0.38  0.48  0.50  0.44  0.26  0.36   0
0.34  0.33  0.48  0.50  0.38  0.35  0.44   0
0.56  0.51  0.48  0.50  0.34  0.37  0.46   0
0.40  0.29  0.48  0.50  0.42  0.35  0.44   0
0.24  0.35  0.48  0.50  0.31  0.19  0.31   0
0.36  0.54  0.48  0.50  0.41  0.38  0.46   0
0.29  0.52  0.48  0.50  0.42  0.29  0.39   0
0.65  0.47  0.48  0.50  0.59  0.30  0.40   0
0.32  0.42  0.48  0.50  0.35  0.28  0.38   0
0.38  0.46  0.48  0.50  0.48  0.22  0.29   0
0.33  0.45  0.48  0.50  0.52  0.32  0.41   0
0.30  0.37  0.48  0.50  0.59  0.41  0.49   0
