   1.9960000e+00   2.0100000e-01   3.4540000e-01  -3.0000000e-04
   1.9960000e+00   2.0200000e-01   3.0900000e-01   1.6000000e-03
   1.9960000e+00   2.0400000e-01   3.5340000e-01  -1.0000000e-04
   1.9960000e+00   2.0600000e-01   3.3460000e-01   2.0000000e-04
   1.9960000e+00   2.0700000e-01   3.4640000e-01  -1.0000000e-04
   1.9960000e+00   2.0900000e-01   3.8470000e-01  -7.0000000e-04
   1.9960000e+00   2.1000000e-01   3.7340000e-01  -5.0000000e-04
   1.9960000e+00   2.1000000e-01   3.7280000e-01  -3.0000000e-04
   1.9960000e+00   2.1100000e-01   3.7350000e-01  -3.0000000e-04
   1.9960000e+00   2.1200000e-01   3.3510000e-01   3.0000000e-04
   1.9960000e+00   2.1400000e-01   2.9790000e-01   4.0000000e-04
   1.9960000e+00   2.1500000e-01   3.1640000e-01  -5.0000000e-04
   1.9960000e+00   2.1500000e-01   3.5320000e-01  -7.0000000e-04
   1.9960000e+00   2.1600000e-01   3.4080000e-01   1.0000000e-04
   1.9960000e+00   2.1700000e-01   3.7870000e-01   3.0000000e-04
   1.9960000e+00   2.1900000e-01   3.5950000e-01  -5.0000000e-04
   1.9960000e+00   2.2000000e-01   3.8660000e-01  -2.0000000e-04
   1.9960000e+00   2.2000000e-01   3.8610000e-01   2.0000000e-04
   1.9960000e+00   2.2100000e-01   3.9130000e-01   1.0000000e-03
   1.9960000e+00   2.2200000e-01   4.1220000e-01   6.0000000e-04
   1.9960000e+00   2.2400000e-01   3.9390000e-01  -1.1000000e-03
   1.9960000e+00   2.2500000e-01   4.0950000e-01  -8.0000000e-04
   1.9960000e+00   2.2500000e-01   3.8720000e-01  -1.0000000e-04
   1.9960000e+00   2.2600000e-01   3.7320000e-01  -4.0000000e-04
   1.9960000e+00   2.2800000e-01   3.4420000e-01  -1.0000000e-04
   1.9960000e+00   2.2900000e-01   3.3770000e-01   0.0000000e+00
   1.9960000e+00   2.3000000e-01   3.2050000e-01  -7.0000000e-04
   1.9960000e+00   2.3000000e-01   3.5550000e-01  -4.0000000e-04
   1.9960000e+00   2.3100000e-01   3.6810000e-01  -1.0000000e-04
   1.9960000e+00   2.3300000e-01   3.5040000e-01  -9.0000000e-04
   1.9960000e+00   2.3400000e-01   3.8410000e-01  -1.3000000e-03
   1.9960000e+00   2.3500000e-01   4.1670000e-01  -2.2000000e-03
