       13         87    3.28513         35         40         18          1          1          0          0          0          0          0          1   14.83974    220.218        3.5      12.25          .          .          .          .          .          .          .          0  
      641         87   2.407276         40         37         18          1          0          0          1          0          1          1          1   13.28846   176.5832   12.58333   158.3403          .          .          .          .          .          .          .          0  
      337         87   1.837253         40         34         12          0          0          0          0          0          1          1          0   16.35256   267.4063   2.083333   4.340278          .          .          .          .          .          .          .          0  
      468         87   1.653599         40         34         12          0          1          0          1          0          1          0          0   15.58974   243.0401   6.083333   37.00695          .          .          .          .          .          .          .          0  
      559         87   2.012671         20         35         12          0          1          0          0          1          1          0          0   11.65385   135.8121        8.5      72.25          .          .          .          .          .          .          .          0  
      498         87   1.606088         40         35         14          0          1          0          1          0          1          1          0   9.814102    96.3166   4.666667   21.77778          .          .          .          .          .          .          .          0  
      540         87   2.615245         40         39         17          1          1          0          0          1          0          0          1   13.48077   181.7312   3.916667   15.34028          .          .          .          .          .          .          .          0  
      483         87   2.400476         35         37         16          1          0          0          0          1          0          1          0   12.40385   153.8554   5.833333   34.02778          .          .          .          .          .          .          .          0  
      398         87   2.489633         40         37         16          1          0          0          0          0          1          0          0   12.96154   168.0015       3.25    10.5625          .          .          .          .          .          .          .          0  
      450         87   1.916578         40         33         12          0          1          0          1          0          1          0          0   13.66667   186.7778       2.75     7.5625          .          .          .          .          .          .          .          0  
      704         87   1.351412         40         39         16          1          1          0          0          0          0          0          0   9.288462   86.27552          0          0          .          .          .          .          .          .          .          0  
      371         87   1.717137         30         43         18          1          1          0          0          1          1          0          0   13.55769    183.811        5.5      30.25          .          .          .          .          .          .          .          0  
      297         87   2.027091         40         37         12          0          0          0          1          0          0          0          0       17.5     306.25       17.5     306.25          .          .          .          .          .          .          .          0  
      333         87   2.385967         40         36         15          0          1          0          0          0          1          1          0   17.30128   299.3343   9.583333   91.84027          .          .          .          .          .          .          .          0  
      190         87    2.35392         25         34         17          1          1          0          0          0          0          0          0   13.66026   186.6026   11.33333   128.4444          .          .          .          .          .          .          .          0  
      508         87   1.653599         40         39         12          0          1          0          1          0          1          0          0   11.53846   133.1361          7         49          .          .          .          .          .          .          .          0  
      107         87   2.384427         40         36         12          0          0          0          1          0          1          1          1   17.99359   323.7693        6.5      42.25          .          .          .          .          .          .          .          0  
      433         87   2.384427         40         38         18          1          1          0          0          1          1          1          1       15.5     240.25       15.5     240.25          .          .          .          .          .          .          .          0  
      306         87   2.123602         40         35         12          0          1          0          0          0          0          0          0   11.90385   141.7015   6.083333   37.00695          .          .          .          .          .          .          .          0  
      150         87    1.83592         40         39         11          0          1          0          0          0          0          0          1   9.429487   88.91523   5.416667   29.34028          .          .          .          .          .          .          .          0  
      511         87   2.438413         40         33         12          0          1          0          0          0          1          0          0   13.51282   182.5963       7.75    60.0625          .          .          .          .          .          .          .          0  
      692         87   2.126598         40         33         12          0          1          0          0          0          1          0          0      15.75   248.0625   13.33333   177.7778          .          .          .          .          .          .          .          0  
      117         87   2.318346         40         38         14          0          1          0          0          0          0          0          0    16.8782   284.8738   11.91667    142.007          .          .          .          .          .          .          .          0  
       46         87   3.342956         50         36         16          1          0          0          0          0          0          0          0       13.5     182.25   .0833333   .0069444          .          .          .          .          .          .          .          0  
      377         87   1.194733         40         43         12          0          0          0          0          1          1          1          0   12.35256   152.5859        2.5       6.25          .          .          .          .          .          .          .          0  
        2         87   1.919034         42         41         17          1          1          0          0          0          0          0          1   12.03846   144.9245   .3333333   .1111111          .          .          .          .          .          .          .          0  
      667         87   1.499981         42         38         13          0          0          1          1          0          1          0          0   17.02564   289.8724   6.833333   46.69445          .          .          .          .          .          .          .          0  
      376         87   1.207312         40         35         12          0          0          0          0          1          1          1          0   14.19872   201.6036   .3333333   .1111111          .          .          .          .          .          .          .          0  
      266         87   2.754874         45         35         13          0          0          0          0          0          0          0          0   17.57692   308.9482      13.75   189.0625          .          .          .          .          .          .          .          0  
      493         87   1.612777         40         36          9          0          1          0          1          0          1          1          0   13.71154   188.0063       7.25    52.5625          .          .          .          .          .          .          .          0  
      262         87   1.298065         40         33         12          0          1          0          0          1          0          1          0   11.45513     131.22   6.166667   38.02777          .          .          .          .          .          .          .          0  
      228         87   1.612777         25         38         18          1          0          1          0          0          0          0          0   15.28846   233.7371        .75      .5625          .          .          .          .          .          .          .          0  
      523         87   2.189389         40         36         12          0          1          0          0          0          0          0          0   15.05769   226.7341          0          0          .          .          .          .          .          .          .          0  
      504         87   3.095895         40         41         12          0          0          0          1          0          1          0          0   17.65385   311.6583   7.083333   50.17361          .          .          .          .          .          .          .          0  
      341         87   2.100333         50         35         18          1          1          0          0          0          0          0          0   13.07692   171.0059   1.416667   2.006944          .          .          .          .          .          .          .          0  
      426         87   .9620501         40         35          7          0          1          0          1          0          1          0          0   10.10256   102.0618   3.833333   14.69444          .          .          .          .          .          .          .          0  
      505         87   1.430455         40         34          6          0          1          0          0          1          1          0          0   18.82692    354.453       1.25     1.5625          .          .          .          .          .          .          .          0  
      299         87   2.193128         40         35         15          0          1          0          0          0          0          0          0   15.44231   238.4649   9.583333   91.84027          .          .          .          .          .          .          .          0  
        3         87   2.007068         40         40         12          0          1          0          0          0          0          0          0   16.41667   269.5069   16.41667   269.5069          .          .          .          .          .          .          .          0  
      514         87   1.900459         40         35         16          1          1          0          0          0          1          0          0   15.17308   230.2223   13.83333   191.3611          .          .          .          .          .          .          .          0  
      541         87    2.51969         43         36         12          0          1          0          0          0          0          0          1   11.98077   143.5388         10        100          .          .          .          .          .          .          .          0  
      526         87   1.756877         40         35         12          0          0          0          0          0          0          0          0   8.871795   78.70874          5         25          .          .          .          .          .          .          .          0  
