     52.90      4.40     -4.85    0
      4.10     28.50      2.44    0
      4.10     86.90      8.28    1
     56.20     31.60     -2.46    0
     51.80     20.20     -3.16    0
      0.20     91.20      9.10    1
     27.60     79.70      5.21    1
     89.90      2.20     -8.77    0
     41.50     24.50     -1.70    0
     95.00     43.50     -5.15    0
     99.10      8.40     -9.07    0
     18.50     84.00      6.55    1
     82.00     38.00     -4.40    1
      8.60      1.60     -0.70    0
     22.50     74.10      5.16    1
     51.40     83.80      3.24    1
     81.00     19.20     -6.18    0
     51.00     85.00      3.40    1
     62.20     90.10      2.79    1
     95.10     22.20     -7.29    0
     41.60     91.50      4.99    1
