        2          0       9.08       62.5          5          0          0          0  
        2          0       8.31       42.5          4          0          1          0  
        3          0       7.42       62.5          4          0          1          0  
        3          0       7.42       62.5          4          0          1          0  
        3          0       7.42       62.5          4          0          1          0  
        3          0       7.46       12.5          2          0          1          0  
        2          0       9.67         30          5          0          0          0  
        1          0      11.77       42.5          4          0          0          0  
        3          0       8.81       17.5          3          0          1          0  
        3          0       6.44       42.5          6          0          0          0  
        2          0        9.4         30          5          1          0          0  
        2          0       9.06       62.5          6          0          0          0  
        1          0      10.52       62.5          3          0          0          0  
        3          0       6.19       62.5          2          0          1          0  
        3          0       5.04       42.5          6          0          1          0  
        3          0       5.04       42.5          6          0          1          0  
        1          0       9.44       22.5          2          0          1          0  
        3          1       5.87       87.5          5          1          0          0  
        3          1       2.67       62.5          4          0          0          0  
        3          1       6.99       42.5          5          0          0          0  
        3          1       9.08        150          4          1          1          0  
        2          0       6.64       42.5          9          0          1          0  
        3          1       4.83         .5          4          1          0          0  
        3          1       4.47       62.5          3          0          1          0  
        3          1       6.61       87.5          6          1          0          0  
        3          1       6.61       87.5          6          1          0          0  
        3          1       7.42       42.5          4          1          0          0  
        3          1       6.42       87.5          5          1          0          0  
        3          0         10       8.75          4          1          1          0  
        3          0       9.11       22.5          3          0          0          1  
        3          0       9.11       22.5          3          0          0          1  
        3          1       7.54       42.5          2          0          1          1  
        3          1       7.54       42.5          2          0          1          1  
        3          1       7.54       42.5          2          0          1          1  
        3          0       7.44       42.5          3          1          0          1  
        3          1       7.69        150          4          1          0          1  
        3          0       3.64       62.5          3          1          1          0  
        3          0       7.88        250          4          0          1          0  
        3          0       5.23         30          7          0          1          0  
        2          0       8.22       62.5          4          1          1          0  
        3          0       5.93       87.5          3          1          0          0  
        3          0       5.93       87.5          3          1          0          0  
        3          0       4.22        150          3          1          0          0  
        3          0       5.17       62.5          3          1          1          0  
        3          0       5.17       62.5          3          1          1          0  
        2          0          4       42.5          2          1          0          0  
        2          0          4       42.5          2          1          0          0  
        3          0        3.4       42.5          6          1          1          0  
        3          0        3.4       42.5          6          1          1          0  
        3          0       3.21       87.5          4          1          0          0  
        3          0       6.57        150          3          0          1          0  
        3          0       6.57        150          3          0          1          0  
        3          0       2.47        150          4          1          0          0  
        3          0       4.68       42.5          3          1          1          0  
        3          0       4.68       42.5          3          1          1          0  
        3          0       2.33       22.5          4          0          1          0  
        3          0       2.57       42.5          3          0          1          0  
        3          0       4.79       87.5          4          1          1          0  
        3          0       2.13       62.5          5          1          1          0  
        3          0       5.97       62.5          4          1          0          0  
        1          0       7.83       22.5          4          1          0          0  
        3          0       2.17       62.5          4          1          0          0  
        3          0       2.17       62.5          4          1          0          0  
        3          0       3.05       87.5          4          1          1          0  
        2          0       9.46        150          3          1          1          0  
        3          0       7.17       62.5          4          1          0          0  
        3          0       7.17       62.5          4          1          0          0  
        2          0       7.46       42.5          3          1          0          0  
        3          0       5.07       62.5          5          1          1          0  
        3          1       4.56       22.5          6          0          1          0  
        2          0        6.5       62.5          6          0          1          0  
        2          0        6.5       62.5          6          0          1          0  
        2          0        6.5       62.5          6          0          1          0  
        2          0       9.71       12.5          2          0          1          0  
        3          0       6.36       62.5          3          0          1          0  
        2          0      10.09       42.5          6          0          0          0  
        2          0      10.09       42.5          6          0          0          0  
        1          0        9.6       62.5          4          1          0          0  
        3          1       3.16       62.5          3          1          1          0  
        2          0       7.86       62.5          5          0          0          0  
        2          0       7.86       62.5          5          0          0          0  
        2          0       8.69       42.5          5          0          1          0  
        2          0       6.76       22.5          3          1          0          0  
        3          0       3.47       22.5          4          1          1          0  
        2          0       8.72       8.75          2          0          0          0  
        3          0        2.5       62.5          4          1          1          0  
        1          0       5.58       17.5          4          0          1          0  
        2          0          8       62.5          7          0          0          0  
        2          0          8       62.5          7          0          0          0  
        2          0        7.9       62.5          4          0          1          0  
        3          0       4.63       42.5          5          0          1          0  
        3          0       4.63       42.5          5          0          1          0  
        1          0       8.11       62.5          5          1          1          0  
        3          0       2.95       12.5          5          0          0          0  
        3          0       5.54       42.5          4          0          1          0  
        1          0       8.92       62.5          4          0          1          0  
        3          0       7.79         30          3          0          0          0  
        2          0       2.78       42.5          5          0          1          0  
        2          0       2.78       42.5          5          0          1          0  
        2          0       7.29         30          5          0          1          0  
        2          0       9.55       42.5          4          0          0          0  
        3          0      10.27       42.5          5          0          0          0  
        3          0       4.97         30          4          0          1          0  
        3          0       4.97         30          4          0          1          0  
        1          0       7.26       42.5          5          0          1          0  
        3          0       6.58       87.5          3          0          1          0  
        2          0       8.45         30          3          0          1          0  
        2          0       8.45         30          3          0          1          0  
        3          0       4.38       22.5          3          1          0          0  
