    .4272      .1342          0      .0106      .1458      .2822         50        130         25          2  
    .3739      .1686      .0091      .0825      .1215      .2444         90        150         39          2  
    .1941      .4056      .0012      .0513      .2063      .1415        180        230         47          2  
    .4438      .1258      .0539      .0397      .0652      .2716         80        100         33          2  
    .3331      .0824      .0399      .1571      .2403      .1473         90        100         31          1  
    .3752      .0481       .117       .021      .0955      .3431         70         70         24          1  
    .2568      .0909      .0453      .0153      .0227      .5689        140        190         46          1  
    .4533      .2105      .1131      .0161          0       .207         50        100         25          1  
    .3279      .1053      .1671      .0293      .0433      .3272        100        260         30          1  
    .4608      .0612       .023      .0338      .1901       .231         90        110         41          1  
    .3447      .0392      .2547          0      .0672      .2942        100        100         48          2  
    .4491      .0541      .1617      .1133      .0397      .1821        100        100         24          1  
    .4439      .1023      .0018       .057       .119      .2759         80        100         28          2  
     .209      .2156      .0728          0      .2824      .2202         40        120         31          2  
    .2706      .0441       .201      .0986      .1037      .2821         70         70         32          1  
    .5536      .1011      .0501      .0011      .1981      .0961         70        130         47          2  
    .5195       .081      .0722      .1354      .0799      .1119         50         90         32          2  
    .2396      .0383      .0727      .1182      .1889      .3423        150        140         38          2  
    .2846      .0405      .1511          0      .1235      .4003        120        140         45          1  
    .3472      .0684      .0454      .0248      .2555      .2587         50        130         28          1  
    .4715      .0478      .0931      .0991      .0608      .2276         80         90         29          1  
    .3284      .0842      .0246      .0548       .281       .227         70        100         34          1  
    .4574      .1023      .0506      .0753      .1062      .2082        140        260         43          2  
    .3102      .0748      .1451      .0494      .1319      .2886        100        250         33          1  
    .3429      .1121      .0054      .1143      .1074      .3179         60        150         47          2  
    .1851      .2185       .018      .0087      .1496        .42         80        200         53          2  
    .4079      .1361      .2388       .041      .0224      .1539         50        130         29          2  
    .5911      .2189      .0392       .009      .0068      .1351         70        170         40          2  
    .4152       .095      .0788      .0237      .1268      .2604         60        120         33          2  
    .3459      .0739      .3875      .0029      .0886      .1011         90        110         57          1  
    .4885      .0973      .0077      .0309      .0911      .2845        100        130         43          2  
    .4478      .1679      .0085      .1314       .057      .1874         50         60         32          1  
    .4094      .1293       .131          0      .0426      .2877         60        100         25          2  
    .4934      .0888      .1428      .0354          0      .2397         90        150         29          2  
    .2901      .0496      .0458      .1176      .2903      .2066        150        140         38          2  
    .2663      .0815      .2943      .0405      .0983      .2191        120        200         34          2  
    .3813      .1058      .0662      .1055      .0681      .2731        160        210         36          2  
    .4107      .1127       .153      .0517      .0608      .2111         90        140         50          1  
     .434       .061      .2702        .05      .0739      .1108         80        120         28          1  
    .3216      .0873      .1808      .0816      .1345      .1942        100        170         34          2  
    .3827      .0733      .1046       .005      .1388      .2956         70        120         23          2  
    .3867      .1562      .0033      .0244      .2595        .17        100        100         47          2  
     .393      .0975      .0058          0      .0737        .43         70        210         36          2  
    .3586      .1278      .0419       .075      .1851      .2116        110        150         44          1  
     .285      .1005      .0662          0       .031      .5172         60        100         20          1  
    .3926      .1081      .0542      .1326      .1295       .183         90        140         35          2  
    .3527      .2433      .1605      .0525          0       .191         70         70         23          1  
     .345      .1207      .1109      .0932      .1256      .2047         60        130         29          1  
    .2629      .0919          0      .0087      .2688      .3677        140        200         32          2  
    .3875      .0531      .0796      .1217      .2036      .1545         80        110         35          2  
    .2917      .0966      .1156      .1295      .1624      .2043         80        170         26          1  
    .3149      .1078      .1846      .0674      .1825      .1429        100         80         30          2  
     .175      .0488      .2889      .0571      .1013      .3288        140        140         30          1  
    .3749      .0948       .161      .0286      .2258       .115         90        110         29          1  
    .1839      .0611      .0928      .0046      .0771      .5805        190        170         49          1  
    .2186      .0637      .2845       .022      .0041      .4072        280        340         41          2  
    .4155      .0655      .1902       .046      .1114      .1715        100        130         47          2  
    .3472       .272      .1102      .0185          0      .2522         80         90         24          1  
    .4649      .1221      .0517          0       .013      .3484         90        110         51          1  
    .2423      .0783      .1495      .0183      .2831      .2285        110        140         35          2  
    .4419      .1118       .106          0      .0644      .2759         60         90         47          1  
     .354      .0403      .1012      .1488      .0968       .259        130        150         29          1  
    .4502      .0873      .0254          0      .1168      .3203        100        110         29          2  
    .3358      .0885      .2637      .0308      .0121      .2692         80        130         38          2  
    .3719      .1238      .0155      .0264      .1704       .292         90        140         38          2  
    .6465      .1456      .0049      .0905      .0175       .095         40         70         32          2  
    .5217      .1501      .1491          0       .012      .1671         50         90         29          2  
    .3585      .0949      .0834          0      .0303      .4329         70        130         34          2  
     .277      .1057      .0098      .2525       .117       .238         90        150         26          2  
    .5348      .0653       .198      .0473      .0372      .1173        130        110         33          2  
    .4984      .1373      .0147      .1072      .0761      .1663         40         80         47          1  
    .4223      .0995      .1582      .0666      .0008      .2526         90         80         28          2  
    .4533      .0674      .0596          0      .0435      .3763        130         90         25          1  
    .4202      .0594      .0419      .0465      .1888      .2431         70         90         28          2  
    .4362      .0823      .1914      .0313       .134      .1248        110        150         40          2  
    .3533      .0906        .02      .2029      .0061      .3271         80        160         24          1  
    .1946      .2067      .0927      .1957      .0461      .2643        360        220         41          1  
    .5833      .1343      .0217      .0332      .0443      .1833         60         90         33          1  
    .3788      .0935      .2294      .0387      .1496        .11         90        200         32          2  
    .0954      .0382      .0017      .0279      .7638      .0729        310        270         36          1  
    .1541      .0884      .2278      .0332      .0381      .4583        170        130         52          1  
    .3933      .0417      .1393      .0679      .2598       .098        210        120         38          1  
    .3059      .1931      .0144      .0378      .3145      .1343         70        130         30          1  
    .3127      .0945      .0451      .0087      .3588      .1802        100        100         46          2  
    .4432      .2583          0          0          0      .2985         40         70         29          1  
     .545       .168      .0168      .0511          0       .219         40         80         28          1  
    .4724      .0722      .0306          0      .2516      .1732         50        100         59          1  
      .44       .102      .0038      .2166      .1364      .1012         90        110         39          1  
    .3212      .0577      .2158      .0774       .146      .1819        120        230         44          2  
    .3942      .0848       .137      .0577      .1153      .2111         70        110         34          2  
    .3527      .0689      .0717      .0022      .2124      .2921         70         60         37          2  
    .2806      .1874      .0834      .0027      .0282      .4177        140        360         35          2  
    .5766      .0553      .0446      .1269      .0962      .1004         80        130         26          2  
    .3694      .2302          0      .0618      .0326       .306         70        110         30          2  
    .3057      .1468       .168       .156      .0918      .1317        100        110         34          1  
    .4299      .1245          0      .0934      .1941       .158         60        120         36          1  
    .1694      .0229      .0856      .0684       .452      .2017        230        190         36          2  
    .3738      .0778      .0674      .0841      .2191      .1779         70        100         32          2  
    .2685      .0943      .3036      .0207      .1421      .1708        120        250         40          2  
    .4645      .1171      .0985      .0013      .0634      .2552         70         90         53          1  
    .5164      .1006      .1172      .0262      .0369      .2027         70         90         30          2  
    .3427      .0725       .003      .2306      .0131      .3382         80         80         32          1  
    .2412      .1117      .0184      .0409      .1504      .4374        160        140         45          1  
    .3644      .1523      .0456      .0777       .223      .1369         70        130         30          2  
    .3697      .0785      .0693       .092      .0561      .3344         60         90         26          2  
    .3834      .0557      .1423      .2379      .0046       .176         80        170         25          2  
    .4053      .0996      .0213      .0464      .2569      .1705        110        160         32          2  
    .2957      .0636      .0363      .0102       .385      .2092         90         70         30          2  
    .2762      .0779      .1034      .1348      .1667       .241        130        250         32          1  
    .2976        .08      .0755      .0414      .2213      .2842         90        120         32          2  
    .4156      .0691          0      .0154      .2691      .2308         90        110         25          2  
    .3124      .0574      .1856      .1422      .0807      .2217         90         90         29          1  
     .431      .2278      .0049      .1296      .0271      .1797         70         40         24          2  
    .3437      .0684      .2395      .0664      .1597      .1223        130        180         57          1  
    .4042      .0545      .2728      .0741       .028      .1665         90        100         34          2  
    .4542      .1594      .0613      .0578      .0222       .245         60        100         27          1  
    .3216      .0812      .0863      .0807      .1601      .2701         70         90         33          2  
    .5014      .1507      .1169          0      .1151       .116         50        110         30          2  
    .2488      .0487      .3933       .153      .0476      .1085        110        160         50          1  
    .4533      .1632      .0453          0      .0503      .2879         70        120         42          1  
    .2205      .0339      .2002      .0287      .0508      .4659        160        320         35          1  
    .2249      .0955      .1613      .1783       .206      .1342         70        120         30          2  
    .3389       .146      .0616      .1115      .1062      .2357         90        100         27          1  
    .4056      .1756       .083       .207        .04      .0888         50         60         21          1  
     .398       .026      .0623      .0943      .0111      .4084         60        100         19          1  
     .601      .0702      .0054          0      .0521      .2713         40         60         37          1  
    .3364      .0587      .1744      .0635      .0821       .285         70        100         31          2  
    .3838      .2053      .1345          0      .0165      .2598         50         80         31          1  
    .3929      .1633      .0493      .0582      .1531      .1832         70        140         28          1  
    .4722      .0549      .0579      .0483      .1561      .2106         70        170         21          1  
    .3017      .1462      .0545      .0988       .019      .3799         80        160         41          1  
     .378      .0671      .2106      .1356      .0224      .1863         80        100         28          2  
    .3477      .1874      .1114      .1163      .0973        .14         70        100         32          2  
    .3629      .1274      .1848      .0999      .0364      .1886         80         90         24          2  
    .4101      .0921       .194      .0221      .1984      .0833        100        100         39          2  
    .3658      .0879      .0842      .0665       .157      .2386         80        100         49          1  
    .3106      .0993      .1344      .1294       .066      .2604        110        110         42          2  
    .4269      .0737      .1353      .1055      .1154      .1431        150        180         42          2  
    .5405      .1061      .1261      .0298      .0841      .1134         90        120         25          2  
    .3847      .0398      .0825       .166      .0162      .3108         70        130         29          2  
     .391      .0315      .1731      .0709      .1433      .1902        100        130         45          2  
    .3065      .0532       .114          0      .4263      .1001        150        140         53          2  
    .4999      .1236      .0985          0      .0943      .1837         70        130         36          1  
    .3992      .0325      .0447      .2527       .012      .2588         60         90         52          1  
