1 0.0000000000 0.0000000000  0.0
2 0.2500000000 0.0000000000  0.0
3 0.5000000000 0.0000000000  0.0
4 0.7500000000 0.0000000000  0.0
5 1.0000000000 0.0000000000  0.0
6 0.0000000000 0.2500000000  0.0
7 0.2500000000 0.2500000000  0.0
8 0.5000000000 0.2500000000  0.0
9 0.7500000000 0.2500000000  0.0
10 1.0000000000 0.2500000000  0.0
11 0.0000000000 0.5000000000  0.0
12 0.2500000000 0.5000000000  0.0
13 0.5000000000 0.5000000000  0.0
14 0.7500000000 0.5000000000  0.0
15 1.0000000000 0.5000000000  0.0
16 0.0000000000 0.7500000000  0.0
17 0.2500000000 0.7500000000  0.0
18 0.5000000000 0.7500000000  0.0
19 0.7500000000 0.7500000000  0.0
20 1.0000000000 0.7500000000  0.0
21 0.0000000000 1.0000000000  0.0
22 0.2500000000 1.0000000000  0.0
23 0.5000000000 1.0000000000  0.0
24 0.7500000000 1.0000000000  0.0
25 1.0000000000 1.0000000000  0.0
