[0.0, 4.2,11.0, 8.1,10.3, 5.4, 8.1, 6.0, 6.7, 3.2, 6.0, 7.2, 5.4, 8.2,11.7, 8.1, 3.2, 7.8, 9.2, 7.8, 6.4,
 0.0, 0.0, 8.9, 8.1, 6.3, 5.4,10.0, 9.5,10.8, 6.3, 9.5, 9.1, 5.4, 5.1,11.4, 6.4, 2.0, 3.6, 7.8, 8.5,10.6,
 0.0, 0.0, 0.0, 5.0, 6.3,14.3,18.7,12.1,17.1,14.1,17.0, 8.6, 6.1, 4.2, 5.1, 3.0,10.8, 9.2, 2.2,17.5,15.5,
 0.0, 0.0, 0.0, 0.0, 9.2,12.7,16.1, 7.3,13.0,11.2,13.6, 3.6, 2.8, 6.1, 3.6, 3.2, 9.2,10.2, 2.8,15.6,11.0,
 0.0, 0.0, 0.0, 0.0, 0.0,11.0,16.0,14.2,17.0,12.6,15.8,12.1, 8.1, 3.2,11.0, 6.1, 8.2, 4.1, 7.0,14.0,16.4,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.1,11.2, 8.9, 4.1, 6.4,12.5, 9.9,10.4,16.3,11.7, 3.6, 7.1,13.0, 3.2,10.2,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,12.2, 7.1, 5.0, 4.1,14.9,13.4,15.1,19.7,15.8, 8.1,12.2,17.1, 2.8, 9.5,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7, 7.6, 8.5, 4.0, 6.4,11.3,10.0, 9.4, 9.1,13.0, 9.8,13.0, 4.1,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 3.0,10.4,11.0,14.9,16.3,14.1, 9.2,14.2,15.0, 9.1, 2.8,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.2, 9.9, 8.5,11.0,14.8,11.2, 4.5, 9.4,12.4, 5.4, 6.1,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,11.7,11.2,14.1,17.1,14.0, 7.6,12.5,15.1, 6.1, 5.4,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1, 8.9, 6.0, 6.4, 9.5,12.0, 6.4,15.0, 8.1,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 6.4, 3.2, 6.4, 8.0, 4.0,12.8, 9.5,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.2, 3.0, 7.1, 5.0, 4.1,13.6,13.9,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.4,12.7,13.0, 4.1,19.2,14.0,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.1, 7.6, 1.4,14.8,12.6,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 9.4, 6.7, 9.4,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.9,10.0,14.2,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,16.1,13.3,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,11.0,
 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
