-2.9191,0.32036
-5.4637,-0.87935 
-3.0553,0.42799
-2.113,1.769
-4.0466,-0.2454
-4.7846,-0.14226
-4.1891,-1.3408
-4.4931,0.2646
-5.2883,-1.2356
-3.8264,0.18644
-3.5476,1.0836
-2.7257,1.0991
-3.1227,0.14878
-4.5163,-0.78211
-5.9372,-0.96439
-6.4151,-1.7372
-4.1848,-0.13757
-4.1443,-0.76685
-4.4239,0.78283
-2.037,1.378
-3.4181,-0.25634
-4.7935,-0.78613
-1.317,1.5964
-4.0734,0.69512
-3.9213,0.38643
-5.6184,-0.11826
-3.6614,0.32942
-4.1493,-0.46227
-4.4446,0.31127
-2.7969,0.86413
-3.4575,0.66138
-3.5972,0.68254
-3.0849,-0.091678
-2.1533,0.93705
-5.322,-0.81807
-5.8024,-0.75599
-3.0603,1.8352
-6.055,-1.2736
-3.7512,-0.39374
-6.0251,-1.1969
-4.7975,0.14755
-3.8408,-0.096817
-1.2051,2.9149
-4.5462,-1.084
-4.7367,-0.75424
-3.0501,0.89853
-3.8505,0.77125
-5.1604,-1.1133
-4.963,-1.215
-3.9819,0.40476
-5.2051,-2.1439
-4.7391,-0.28742
-2.8405,0.98152
-2.3502,0.84427
-5.1343,-1.2944
-5.3035,-0.61241
-4.6852,-0.36057
-3.6265,0.29906
-2.5325,0.34808
-4.8498,-0.56134
-2.6551,2.0942
-5.3398,-0.79222
-2.8828,0.51144
-2.4342,0.64258
-3.0543,1.3374
-0.94297,1.7476
-4.058,-1.0885
-4.3587,-0.18197
-4.5607,-1.0405
-2.6925,0.97664
-4.0796,0.49085
-2.9357,-0.16285
-3.3442,1.1118
-6.0577,-0.55329
-5.1389,-1.8172
-3.3576,-0.098865
-3.2935,1.3572
-3.2369,0.45138
-4.1022,0.58779
-3.7897,-1.3055
-3.6052,0.95815
-4.4315,0.078331
-3.3547,0.58625
-2.979,-0.43022
-2.972,1.5294
-0.94745,1.7615
-5.7922,-2.2512
-4.1994,-0.39949
-3.7499,-0.65771
-5.291,-0.31315
-4.2384,0.84782
