NACA 0012
1.00000000	0.00000000
0.99726095	0.00038712
0.98907380	0.00153653
0.97552826	0.00341331
0.95677273	0.00596209
0.93301270	0.00911073
0.90450850	0.01277464
0.87157241	0.01686084
0.83456530	0.02127128
0.79389263	0.02590486
0.75000000	0.03065806
0.70336832	0.03542434
0.65450850	0.04009273
0.60395585	0.04454642
0.55226423	0.04866201
0.50000000	0.05231025
0.44773577	0.05535862
0.39604415	0.05767604
0.34549150	0.05913940
0.29663168	0.05964120
0.25000000	0.05909742
0.20610737	0.05745444
0.16543470	0.05469379
0.12842759	0.05083398
0.09549150	0.04592861
0.06698730	0.04006079
0.04322727	0.03333431
0.02447174	0.02586248
0.01092620	0.01775595
0.00273905	0.00911102
0.00000000	0.00000000
0.00273905	-0.00911102
0.01092620	-0.01775595
0.02447174	-0.02586248
0.04322727	-0.03333431
0.06698730	-0.04006079
0.09549150	-0.04592861
0.12842759	-0.05083398
0.16543470	-0.05469379
0.20610737	-0.05745443
0.25000000	-0.05909742
0.29663168	-0.05964120
0.34549150	-0.05913940
0.39604415	-0.05767604
0.44773577	-0.05535862
0.50000000	-0.05231025
0.55226423	-0.04866201
0.60395585	-0.04454642
0.65450850	-0.04009273
0.70336832	-0.03542434
0.75000000	-0.03065806
0.79389263	-0.02590486
0.83456530	-0.02127128
0.87157241	-0.01686084
0.90450850	-0.01277464
0.93301270	-0.00911073
0.95677273	-0.00596209
0.97552826	-0.00341331
0.98907380	-0.00153653
0.99726095	-0.00038712
1.00000000	0.00000000
