10.095735	11.353041
9.068920	8.654490
10.218241	9.955001
6.799291	5.861771
8.776712	8.904897
8.063684	7.597160
7.129431	6.266016
7.286083	6.244015
8.727509	7.868041
8.142372	6.151193
7.586850	6.921527
9.623857	10.272969
8.590189	10.051980
9.818690	8.203533
10.399240	10.590189
9.162268	8.542254
7.192992	8.898908
9.440282	10.513499
7.140775	6.858885
8.971129	9.263189
6.973014	7.927207
9.108017	9.324109
8.705801	8.673162
8.941800	7.808351
9.416439	8.197748
10.680839	10.125377
10.410600	10.763944
10.378500	10.904141
9.496886	9.966986
10.321698	10.450313
10.908549	10.522940
7.274200	8.535456
7.579687	9.382354
7.944372	6.971105
9.071782	8.858171
8.414726	7.961847
8.196108	7.553211
9.711531	8.885702
8.960689	10.226936
10.394991	10.542259
9.577443	8.792271
8.100080	7.814478
9.607890	8.161898
9.591757	10.834281
9.264985	8.434945
8.606749	9.677253
9.801481	9.711612
8.303588	7.596729
8.893130	10.443862
7.591995	7.599514
9.266387	9.254381
8.363980	9.101801
7.622118	6.082017
8.039826	8.253601
9.132261	8.619673
8.788558	7.485770
9.534288	11.242632
9.848337	9.072774
9.482735	11.119040
9.142038	8.077311
9.243050	9.011492
9.685726	8.980610
9.216932	8.491043
7.365720	7.252123
8.973321	8.969772
9.817577	10.141425
8.141284	7.653929
10.097744	9.740236
10.478936	11.615701
8.395515	8.845383
6.977511	7.182578
9.657497	9.740057
11.338952	11.122051
6.823766	7.497254
8.167009	9.129256
9.932939	9.921433
9.939497	12.104126
9.942745	10.521370
8.006139	6.976144
9.865083	9.507283
7.497077	6.122476
7.956410	8.223456
9.242296	8.121674
8.173947	7.971228
9.827379	8.584585
8.297395	7.874977
9.614974	10.781259
8.623870	8.322421
9.662590	10.787148
10.141796	9.083011
8.539025	9.022954
10.961676	8.745517
7.589159	6.299258
9.225061	8.582861
9.624958	8.253813
7.746234	7.225057
9.043172	7.984042
8.306943	6.592155
8.258134	8.903016
8.735382	8.117803
10.782257	11.803253
9.616518	9.190654
10.382491	10.631050
9.837056	8.554322
9.327781	10.504893
7.965625	8.065351
10.036121	7.511517
9.118010	9.124796
9.997294	11.698317
9.105250	6.843235
8.457339	9.472396
