Yield Moisture Temperature
   49.2    6.0   20.0
   48.1    6.0   21.0
   48.0    6.0   22.0
   49.6    6.0   23.0
   47.0    6.0   24.0
   51.5    8.0   20.0
   51.7    8.0   21.0
   50.4    8.0   22.0
   51.2    8.0   23.0
   48.4    8.0   24.0
   51.1   10.0   20.0
   51.5   10.0   21.0
   50.3   10.0   22.0
   48.9   10.0   23.0
   48.7   10.0   24.0
   48.6   12.0   20.0
   47.0   12.0   21.0
   48.0   12.0   22.0
   46.4   12.0   23.0
   46.2   12.0   24.0
   43.2   14.0   20.0
   42.6   14.0   21.0
   42.1   14.0   22.0
   43.9   14.0   23.0
   40.5   14.0   24.0
