-0.384 -0.457 -0.673 -0.344 -0.311 -0.071 -0.246 -0.235 -0.380 -0.418 -0.670 -0.386 
-0.437 -0.150 -0.528 -0.692 -0.629 -0.363 -0.375 -0.328 -0.495 -0.646 -0.754 -0.137 
-0.452 -1.031 -0.643 -0.328 -0.311 -0.263 -0.248 -0.274 -0.203 -0.121 -0.913 -0.197 
-0.249 -0.041 -0.082 -0.172 -0.085 -0.278 -0.220 -0.132 -0.436 -0.234 -0.288 -0.486 
-0.070 -0.526 -0.599 -0.420 -0.273 -0.063 -0.182 -0.256 -0.213 -0.326 -0.696 -0.813 
-0.858 -0.415 -0.431 -0.443 -0.735 -0.169 -0.227 -0.131 -0.377 -0.375 -0.434 -0.209 
-0.711 -0.817 -0.435 -0.232 -0.194 -0.322 -0.466 -0.623 -0.345 -0.382 -0.932 -0.768 
 0.263 -0.063 -0.379 -0.187 -0.320 -0.365 -0.510 -0.359 -0.291 -0.431 -0.362 -0.276 
-0.834 -0.604 -0.516 -0.482 -0.399 -0.200 -0.138 -0.332 -0.394 -0.711 -0.507 -0.587 
-0.125 -0.615 -0.597 -0.135 -0.152 -0.227 -0.153 -0.267  0.002 -0.358 -0.200 -0.324 
 0.095 -0.173 -0.396 -0.119 -0.533  0.078 -0.089 -0.282 -0.224 -0.364 -0.294 -0.368 
-0.306  0.087 -0.665 -0.235 -0.452 -0.316 -0.267 -0.218 -0.073 -0.177 -0.317 -0.540 
-0.718 -0.382  0.004 -0.281 -0.029 -0.113  0.067 -0.135 -0.234 -0.247 -0.517 -0.098 
-0.159  0.241 -0.602 -0.232 -0.210 -0.372 -0.295 -0.228 -0.252 -0.581 -0.489 -0.487 
-0.072 -0.462 -0.426 -0.246 -0.260 -0.242 -0.110 -0.216 -0.248 -0.352 -0.133 -0.729 
-0.349 -0.528 -0.058 -0.157 -0.215 -0.216 -0.129 -0.218 -0.437 -0.505 -0.613 -0.643 
-0.378 -0.385 -0.469 -0.163 -0.109 -0.117 -0.206 -0.146 -0.171 -0.269 -0.359 -0.385 
-0.090 -0.397 -0.365 -0.414 -0.433 -0.187 -0.138 -0.183 -0.302 -0.541 -0.508 -0.397 
-0.033 -0.407 -0.569 -0.573 -0.470 -0.300 -0.111 -0.342 -0.248 -0.476 -0.564 -0.425 
-0.665 -0.673 -0.561 -0.457 -0.099 -0.162 -0.330 -0.233 -0.390 -0.463 -0.533 -0.493 
-0.320 -0.361 -0.451 -0.407 -0.548 -0.387 -0.272 -0.239 -0.456 -0.465 -0.739 -0.812 
-0.401 -0.085 -0.310 -0.442 -0.530 -0.155 -0.136 -0.165 -0.121 -0.157 -0.186  0.142 
 0.009  0.204  0.341  0.159 -0.125 -0.066 -0.134 -0.116 -0.113 -0.169 -0.274 -0.430 
-0.244 -0.254 -0.145 -0.330 -0.279 -0.222 -0.166 -0.298 -0.220 -0.217 -0.537 -0.555 
-0.108 -0.264 -0.300 -0.217 -0.334 -0.382 -0.280 -0.112 -0.274 -0.434 -0.557 -0.280 
-0.506 -0.354 -0.231 -0.174 -0.020 -0.211 -0.029 -0.104 -0.221 -0.351 -0.497 -0.246 
-0.070 -0.123 -0.070 -0.276 -0.266 -0.321 -0.221 -0.166 -0.252 -0.365 -0.489 -0.530 
-0.480 -0.382 -0.437 -0.327 -0.317 -0.043 -0.146 -0.241 -0.335 -0.435 -0.348 -0.315 
-0.402 -0.300 -0.362 -0.444 -0.345 -0.344 -0.243 -0.198 -0.290 -0.300 -0.559 -0.384 
-0.551 -0.481 -0.343 -0.426 -0.386 -0.432 -0.268 -0.301 -0.241 -0.309 -0.311 -0.150 
-0.340 -0.490 -0.339 -0.140 -0.061 -0.236 -0.138 -0.134 -0.202 -0.341 -0.362 -0.290 
-0.439 -0.483 -0.363 -0.426 -0.262 -0.302 -0.151 -0.278 -0.259 -0.465 -0.365 -0.357 
-0.629 -0.512 -0.556 -0.281 -0.301 -0.234 -0.265 -0.260 -0.139 -0.114 -0.218 -0.234 
-0.195 -0.144 -0.142 -0.120 -0.036 -0.088 -0.200 -0.266 -0.270 -0.351 -0.436 -0.185 
-0.347 -0.308 -0.334 -0.315 -0.454 -0.398 -0.406 -0.406 -0.466 -0.472 -0.596 -0.423 
-0.583 -0.555 -0.422 -0.364 -0.256 -0.285 -0.312 -0.258 -0.167 -0.319 -0.537 -0.163 
-0.477 -0.099 -0.453 -0.481 -0.407 -0.250 -0.397 -0.351 -0.232 -0.439 -0.571 -0.746 
-1.032 -0.803 -0.386 -0.538 -0.518 -0.342 -0.185 -0.314 -0.300 -0.259 -0.368 -0.329 
-0.422 -0.333 -0.370 -0.407 -0.435 -0.467 -0.342 -0.358 -0.500 -0.417 -0.474 -0.408 
-0.567 -0.688 -0.465 -0.356 -0.353 -0.291 -0.384 -0.257 -0.205 -0.245 -0.274 -0.267 
-0.241 -0.200 -0.412 -0.358 -0.096 -0.133 -0.145 -0.148 -0.155 -0.099 -0.311 -0.091 
