1.4 7.3
2   7.2
1.4 7
1.5 7
0.9 7.2
1.5 7
1.2 6.8
1.5 6.6
1.6 6.3
1.7 6
2.5 5.8
1.3 5.7
2.2 5.5
1.7 5.5
2.1 5.3
2.1 5.2
1.7 5.2
1.5 5.2
0.9 5.4
2.3 5.3
1.6 5.3
0.9 5.7
-0.1 6.1
0.6 6.6
1.4 6.8
1.2 6.9
1   7.1
1.6 7.4
1.7 7.6
1.5 7.6
1.6 7.4
0.8 7.1
1.2 7.1
1   6.8
1.9 6.6
1.5 6.6
1.9 6.2
1.2 6
1.6 5.6
0.8 5.5
0.7 5.7
1.3 5.7
1.2 5.6
1.3 5.5
2.1 5.5
1.2 5.3
1.7 5.3
1.4 5.2
1.7 5
1.6 4.9
1.1 4.7
1.1 4.6
1.1 4.4
1.7 4.5
2 4.4
1.3 4.3
1.1 4.3
1.6 4.2
2.2 4.1
1.1 4
2.5 3.9
0.7 4
1.1 3.9
0.3 4.2
1.3 4.4
0 4.8
0.7 5.5
1.2 5.7
1 5.8
0.9 5.7
0.6 5.9
1.1 5.9
1.1 6.1
2.2 6.1
1.4 5.8
1.6 5.7
1.6 5.6
1.5 5.4
1.6 5.4
1.9 5.3
1.1 5.1
1.8 5
1.4 4.9
2.1 4.7
1.2 4.7
0.8 4.6
1.2 4.4
1.4 4.5
1.5 4.5
1.3 4.7
1.1 4.8
0.3 4.9
0.9 5.4
0.3 6.1
-1.4 6.9
-1.2 8.1
-0.2 9.3
0.8 9.6
