    0    1    0    1      80.0      6.36    1.5760       532      30.0
    0    1    1    1      89.0      6.88    3.1595       703      30.0
    0    1    1    1      80.0      7.08    1.7600       648      30.0
    1    1    0    0      80.0     12.86    1.9680       599      30.0
    0    1    1    0      70.0      5.76    1.8620       626      30.0
    0    1    0    1      80.0      5.56    2.0800       742      30.0
    1    1    0    0      80.0      7.06    1.8000       707      30.0
    0    1    1    1      80.0      8.36    1.3760       517      30.0
    0    1    1    1      80.0      7.41    1.3200       622      30.0
    0    1    1    1      63.8      5.99    2.5200       544      30.0
    0    1    0    1      80.0      5.87    2.0640       699      30.0
    0    1    1    1      75.0      6.52    2.1375       603      30.0
    0    1    1    1      89.0      8.10    1.2905       606      30.0
    1    1    0    0      80.0      5.81    1.9600       694      30.0
    0    1    1    1      85.0      8.88    4.1225       554      30.0
    1    1    1    0      68.6      8.16    1.0500       512      30.0
    1    1    0    0      79.9     12.50    1.5024       631      30.0
    0    1    0    1      80.0      6.93    1.2000       599      30.0
    0    1    1    1      80.0      6.50    4.9600       630      30.0
    0    1    0    1      80.0      5.51    1.6880       614      30.0
    0    1    1    1      85.0      6.99    1.7000       606      30.0
    1    1    0    0      95.0      8.80    3.5625       573      30.0
    0    1    1    1      90.0      6.99    1.4220       655      30.0
    0    1    1    1      80.0      6.41    1.7760       669      30.0
    0    1    1    1      70.1      5.45    1.2975       645      30.0
    0    1    0    1      80.0      7.81    1.1200       640      30.0
    0    1    1    1      74.1      8.33    1.6600       521      30.0
    0    1    0    1      80.0      6.93    1.3360       692      30.0
    0    1    0    1      80.0      6.66    0.7840       661      30.0
    0    1    0    1      80.0      6.61    1.4880       603      30.0
    0    1    0    1      80.0      6.06    1.1200       763      30.0
    1    1    1    1      75.0      8.46    2.1750       513      30.0
    0    1    1    1      75.0      8.86    1.4775       510      30.0
    0    1    1    1      80.0      5.46    1.8160       687      30.0
    0    1    1    1      53.8      7.80    1.1575       565      30.0
    0    1    1    1      95.0      7.90    1.7100       601      30.0
    0    1    1    1      67.6      6.56    1.5000       577      30.0
