      .34       5.67        .36  
      .22      10.13        2.9  
      .32      11.34       2.39  
     1.23      18.88       3.44  
     1.81      20.94       3.87  
     1.02      22.16      10.71  
     1.27      23.83        3.1  
     1.07      24.67       9.93  
      .67      27.56       5.07  
     1.25      27.57       11.1  
      .75      40.15        9.6  
      2.8      51.62       4.78  
      4.9      57.71       4.09  
      3.5      63.03      22.34  
     4.45      66.32       5.12  
      1.6      66.97      44.92  
     4.26      76.88       7.51  
     5.31     101.65       6.37  
      6.4     115.97       8.37  
     7.15     119.49       9.86  
    11.22     124.15       8.31  
     8.66     140.98      14.62  
     5.56     153.85      27.06  
    13.41     169.38      14.14  
     5.46     186.33       67.4  
     4.79     211.78      37.43  
     8.92     249.72     123.02  
     18.9     261.41      23.94  
    15.95     395.52      57.04  
     29.9     534.97      55.95  
    33.59     655.29      53.71  
    38.62        815      61.56  
    61.61    1040.45     116.78  
    181.3     2586.4     227.64  
