   911202  -.4307829   8058.003   8.994421          1          0          0          0          1          0          1          0       7232  -826.0029          1  
   911203          0   2224.001   7.707063          0          1          0          0          1          0          0          0       2110  -114.0012          0  
   911204   .0723207   4231.001   8.350194          0          0          1          0          0          1          1          1       5247   1015.999          1  
   911205    .247139   5749.998   8.656955          0          0          0          1          1          0          0          1       1290  -4459.998          1  
   911206   .6643268   2551.001   7.844241          0          0          0          0          1          0          0          1       1717   -834.001          1  
   911209  -.2065143      10952   9.301277          1          0          0          0          0          0          0          0      11643    691.002          1  
   911210  -.1158318       7485   8.920656          0          1          0          0          0          1          0          0       9640       2155          1  
   911211  -.2598674   9008.996   9.105979          0          0          1          0          0          0          1          0       9347   338.0039          0  
   911212  -.1171254       4055   8.307706          0          0          0          1          0          1          0          0       3890  -164.9998          0  
   911213  -.3420761   9992.003    9.20954          0          0          0          0          0          0          0          0      16318   6325.997          1  
   911216  -.1255632   5180.002   8.552561          1          0          0          0          1          0          0          1       8725   3544.998          1  
   911217    .027399       5030   8.523175          0          1          0          0          1          0          0          1       2780      -2250          1  
   911218  -.0712275       7083   8.865453          0          0          1          0          1          0          0          1       9078       1995          1  
   911219   .1230601   9762.996   9.186355          0          0          0          1          1          0          0          1       5066  -4696.996          1  
   911220   .2130932   5999.002   8.699348          0          0          0          0          1          0          0          1       4796  -1203.002          1  
   911223  -.3172045      12196   9.408863          1          0          0          0          0          1          0          1      13647   1451.003          1  
   911224  -.1088388   3463.999   8.150179          0          1          0          0          0          1          0          1       1255  -2208.999          1  
   911226   .2231435   814.9999   6.703188          0          0          0          1          0          1          0          1       1115   300.0001          0  
   911227   .2464593   6626.999   8.798907          0          0          0          0          0          0          0          1       6887   260.0015          0  
   911230   -.075431   14260.01   9.565214          1          0          0          0          0          0          1          1      15894   1633.993          1  
   911231   .2055992   4014.999   8.297792          0          1          0          0          0          0          1          1       5850   1835.001          1  
   920102   .2188098   4109.001   8.320935          0          0          0          1          0          0          0          0        409  -3700.001          1  
   920103    .307025   7221.997   8.884887          0          0          0          0          0          0          0          0       7222    .003418          0  
   920106    .399592      11344   9.336444          1          0          0          0          1          0          0          0      13036   1692.004          1  
   920107   .4969802   3370.001   8.122668          0          1          0          0          1          0          0          1       1760  -1610.001          1  
   920108   .3968258       3470    8.15191          0          0          1          0          1          0          0          1       4824       1354          1  
   920109   .2830518   13607.01    9.51834          0          0          0          1          0          1          0          1      16489   2881.994          1  
   920110   .2263384       5260   8.567886          0          0          0          0          0          1          1          0       4842  -418.0005          0  
   920113  -.0723207      11930   9.386811          1          0          0          0          0          1          0          0      12732   802.0029          1  
   920114  -.1545295       5590   8.628735          0          1          0          0          0          1          0          0       7070       1480          1  
   920115   .2363888   2269.999   7.727535          0          0          1          0          1          0          1          1       2873   603.0007          0  
   920116   .1718503       4690   8.453188          0          0          0          1          1          0          0          1       1915      -2775          1  
   920117   .1541506       1283   7.156956          0          0          0          0          1          0          1          1        240      -1043          1  
   920120   .0350913   579.9999   6.363028          1          0          0          0          1          0          0          1        300  -279.9999          0  
   920121    .218131   1500.001   7.313221          0          1          0          0          0          1          1          1       1960   459.9991          0  
   920122  -.0624355   4410.001    8.39163          0          0          1          0          0          0          0          1       5408    997.999          1  
   920123  -.4418328   9783.996   9.188503          0          0          0          1          0          0          0          0      10130   346.0039          0  
   920124  -.7699343      11140   9.318297          0          0          0          0          0          0          1          0      12943   1803.001          1  
   920127  -.7391911   4288.999   8.363809          1          0          0          0          1          0          1          1       2766  -1522.999          1  
   920128  -.7230001   5548.001   8.621193          0          1          0          0          0          1          0          1       4050  -1498.001          1  
   920129  -.5184302       3445   8.144679          0          0          1          0          0          0          0          1       6208       2763          1  
   920130  -.5533853   6067.998   8.710784          0          0          0          1          0          0          0          1       7539   1471.002          1  
   920131  -.5590724       4525   8.417373          0          0          0          0          0          0          0          0       6250       1725          1  
   920203  -.4238143   8249.997   9.017968          1          0          0          0          1          0          0          1       8620   370.0029          0  
