   920204  -.7731899   1860.001   7.528332          0          1          0          0          1          0          0          1        300  -1560.001          1  
   920205  -.2040953   1279.999   7.154615          0          0          1          0          1          0          0          1        360  -919.9994          1  
   920206   .3841877       4855   8.487764          0          0          0          1          1          0          0          1       5680        825          1  
   920207   .3479887   7939.001   8.979543          0          0          0          0          0          1          0          1       7484   -455.001          0  
   920210   .3229889   6274.992   8.744328          1          0          0          0          1          0          0          1       6960   685.0078          1  
   920211   .4345259       2680   7.893572          0          1          0          0          1          0          0          1       2460  -219.9995          0  
   920212   .2000211   5389.999     8.5923          0          0          1          0          1          0          0          1       8396   3006.001          1  
   920213  -.0071685   8399.999   9.035987          0          0          0          1          0          1          0          1      14440   6040.001          1  
   920214  -.4744579      13708   9.525735          0          0          0          0          0          1          0          1       7095      -6613          1  
   920218  -.7711087      17555   9.773094          0          1          0          0          0          0          0          1      19698   2142.998          1  
   920219  -1.094774   3493.998   8.158802          0          0          1          0          0          1          0          0         10  -3483.998          1  
   920220  -.8602012   5869.997   8.677609          0          0          0          1          0          0          0          0       6470   600.0029          0  
   920221   -.597837       8390   9.034796          0          0          0          0          0          1          0          0       6695      -1695          1  
   920224   -.567984   4339.999   8.375629          1          0          0          0          0          0          0          1       5222    882.001          1  
   920225  -.7711087   2100.001   7.649693          0          1          0          0          0          0          0          1       2885   784.9993          1  
   920226  -.2724146       2575   7.853605          0          0          1          0          0          1          0          1       2025       -550          1  
   920227   .1849223   2849.999   7.955074          0          0          0          1          1          0          1          1       1179  -1670.999          1  
   920228     .20676   6189.998    8.73069          0          0          0          0          1          0          0          0       7420   1230.002          1  
   920302    .074108       5615   8.633197          1          0          0          0          0          1          0          0       5855        240          0  
   920303  -.0071685       6610   8.796339          0          1          0          0          1          0          0          1       7327   716.9995          1  
   920304  -.2548923   8054.999   8.994048          0          0          1          0          0          1          0          0       7850  -204.9985          0  
   920305  -.2364898      10135    9.22375          0          0          0          1          0          1          0          0       8610  -1525.001          1  
   920306  -.4848501   5263.001   8.568457          0          0          0          0          0          0          0          0       5213  -50.00098          0  
   920309  -.8119307   21619.99   9.981374          1          0          0          0          0          1          0          0      26530   4910.006          1  
   920310  -.4780358       9625   9.172119          0          1          0          0          0          1          0          0       4520      -5105          1  
   920311  -.2301122   3349.999   8.116715          0          0          1          0          0          1          0          1       3375   25.00073          0  
   920312  -.2887938      10315   9.241354          0          0          0          1          1          0          1          1      10600   285.0049          0  
   920313  -.3409266   3030.001   8.016318          0          0          0          0          1          0          0          1      21070      18040          1  
   920316  -.4812668      15460   9.646011          1          0          0          0          0          0          0          1        250     -15210          1  
   920317  -.5817336   9589.999   9.168476          0          1          0          0          0          0          0          1       7610  -1979.999          1  
   920318  -.0370413   1704.999    7.44132          0          0          1          0          0          1          0          1       3065   1360.001          1  
   920319   .0746435       5510    8.61432          0          0          0          1          0          0          0          1       3830      -1680          1  
   920320  -.5268259   7346.999   8.902047          0          0          0          0          1          0          1          1       8342   995.0015          1  
   920323  -.1123292       2585   7.857481          1          0          0          0          0          0          0          1       2305  -280.0005          0  
   920324  -.2376716   3745.001   8.228177          0          1          0          0          0          1          0          1       4410   664.9993          0  
   920325  -.4243931       2940   7.986165          0          0          1          0          0          1          0          1       3000   59.99951          0  
   920326  -.4828126      12040   9.395989          0          0          0          1          0          1          0          0      11783  -256.9961          0  
   920327  -.1923718   2235.001   7.711997          0          0          0          0          0          1          0          0       2535   299.9988          0  
   920330   .1823216   2220.001   7.705263          1          0          0          0          1          0          0          0       5130   2909.999          1  
   920331   .2876821   1112.001   7.013916          0          1          0          0          1          0          0          0        514  -598.0006          1  
   920401  -.1873341   4880.001   8.492901          0          0          1          0          0          1          1          0       3920  -960.0015          1  
   920402  -.4404448      11310   9.333443          0          0          0          1          0          0          0          0      10240  -1070.001          1  
   920403   -.567984      14455   9.578795          0          0          0          0          0          0          1          1      15042   587.0029          0  
   920406  -.3873608   7907.001   8.975504          1          0          0          0          0          0          0          0       6852  -1055.001          1  
   920407  -.5108256   1464.999    7.28961          0          1          0          0          0          0          0          0        305  -1159.999          1  
   920408  -.6149098      12280   9.415728          0          0          1          0          0          0          0          0      14148   1867.995          1  
   920409  -.3876929   6249.998   8.740336          0          0          0          1          0          0          0          0       5160  -1089.998          1  
   920410  -.3716677   5350.002   8.584852          0          0          0          0          0          0          0          0       4340  -1010.002          1  
   920413  -.3101549   5755.007   8.657825          1          0          0          0          0          0          0          1       7049   1293.993          1  
   920414  -.3502024   1609.999   7.383989          0          1          0          0          0          0          0          0        200  -1409.999          1  
   920415  -.2231435   490.0003   6.194406          0          0          1          0          0          0          0          0        360  -130.0003          0  
   920416  -.3119048   9774.996   9.187583          0          0          0          1          0          0          0          0      11875   2100.004          1  
   920417  -.2258646   6499.999   8.779557          0          0          0          0          0          0          1          0       3900  -2599.999          1  
   920421  -.2842691      10520   9.261033          0          1          0          0          0          0          0          0      10700   180.0049          0  
   920422  -.0971638   3999.999   8.294049          0          0          1          0          0          0          0          0       3940  -59.99854          0  
   920423  -.1419181   6230.003   8.737132          0          0          0          1          0          0          1          0       6570   339.9971          0  
   920424  -.5364382   15550.01   9.651816          0          0          0          0          0          0          0          0      15940   389.9932          0  
   920427  -.4596867   5180.002   8.552561          1          0          0          0          0          0          0          0       8170   2989.998          1  
   920428  -.4866114   3509.999   8.163371          0          1          0          0          0          0          0          0       1676  -1833.999          1  
   920429  -.7603559   5785.002   8.663024          0          0          1          0          0          0          0          0       6963   1177.998          1  
   920430  -.8931236   8950.003   9.099409          0          0          0          1          0          0          0          0       7694  -1256.003          1  
   920501  -1.107745   8219.997   9.014325          0          0          0          0          0          0          0          0      11370   3150.003          1  
   920504  -.7985078       5490   8.610683          1          0          0          0          0          0          0          0       1610      -3880          1  
   920505  -.0870114   1289.999   7.162397          0          1          0          0          0          1          0          0       1320   30.00073          0  
   920506   .1849223   1574.999    7.36201          0          0          1          0          0          1          0          0       2305   730.0009          1  
   920507   .2231435       6400   8.764053          0          0          0          1          0          1          0          0       6080  -320.0005          0  
   920508   .5611184       4140   8.328451          0          0          0          0          0          1          0          0       4020  -120.0005          0  
