       1       1  5.298317       1       0       0        0       0       0      35       1       1     1
       1       2  5.192957       1       0       0        0       0       0      35       1       1     1
       1       3  5.521461       1       0       0        0       0       0      35       1       1     1
       1       4  5.298317       1       0       0        0       0       0      35       1       1     1
       2       1  5.703783       1       0       0        0       0       0      27       1       1     1
       2       2  5.857933       1       0       0        0       0       0      27       1       1     1
       2       3  5.991465       1       0       0        0       0       0      27       1       1     1
       2       4  5.703783       1       0       0        0       0       0      27       1       1     1
       3       1  5.703783       1       0       0        0       0       0      28       0       0     1
       3       2  5.521461       1       0       0        0       0       0      28       1       0     1
       3       3  5.857933       1       0       0        0       0       0      28       1       0     1
       3       4  5.703783       1       0       0        0       0       0      28       1       0     1
       4       1  5.298317       1       0       0        0       0       1      29       1       1     1
       4       2  5.521461       1       0       0        0       0       1      29       1       1     1
       4       3  5.298317       1       0       0        0       0       1      29       1       1     1
       4       4  5.298317       1       0       0        0       0       1      29       1       1     1
       5       1  5.703783       1       0       0        0       0       1      28       1       1     1
       5       2  5.298317       1       0       0        0       0       1      28       1       1     1
       5       3  5.703783       1       0       0        0       0       1      28       1       1     1
       5       4  5.298317       1       0       0        0       0       1      28       1       1     1
       6       1  6.907755       1       0       0        0       1       1      29       1       1     1
       6       2  6.907755       1       0       0        0       1       1      29       1       1     0
       6       3  6.907755       1       0       0        0       1       1      29       1       1     0
       6       4  6.907755       1       0       0        0       1       1      29       1       1     1
       7       1  5.298317       1       0       0        0       1       1      33       1       0     1
       7       2  5.298317       1       0       0        0       1       1      33       1       0     1
       7       3  5.298317       1       0       0        0       1       1      33       1       0     1
       7       4  5.298317       1       0       0        0       1       1      33       1       0     1
       8       1  5.298317       1       0       0        0       0       0      21       1       0     1
       8       2  5.298317       1       0       0        0       0       0      21       0       0     1
       8       3  5.298317       1       0       0        0       0       0      21       0       0     1
       8       4  5.298317       1       0       0        0       0       0      21       0       0     1
       9       1  5.521461       1       0       0        0       0       0      18       1       1     1
       9       2  5.521461       1       0       0        0       0       0      18       1       1     1
       9       3  5.991465       1       0       0        0       0       0      18       1       1     1
       9       4  5.521461       1       0       0        0       0       0      18       1       1     1
      10       1  5.521461       1       0       0        0       0       0      24       1       0     0
      10       2  5.521461       1       0       0        0       0       0      24       1       0     0
      10       3  5.521461       1       0       0        0       0       0      24       1       0     0
      10       4  5.521461       1       0       0        0       0       0      24       1       0     0
      11       1  5.298317       1       0       0        0       0       0      21       1       0     0
      11       2  5.703783       1       0       0        0       0       0      21       1       1     1
      11       3  5.298317       1       0       0        0       0       0      21       1       1     1
      11       4  5.703783       1       0       0        0       0       0      21       1       1     1
      12       1  5.521461       1       0       0        0       0       1      26       1       0     0
      12       2  5.521461       1       0       0        0       0       1      26       1       0     0
      12       3  5.521461       1       0       0        0       0       1      26       1       0     0
      12       4  5.521461       1       0       0        0       0       1      26       1       0     0
      13       1  5.298317       1       0       0        0       0       0      36       0       1     1
      13       2  5.298317       1       0       0        0       0       0      36       0       1     1
      13       3  5.298317       1       0       0        0       0       0      36       1       1     1
      13       4  5.298317       1       0       0        0       0       0      36       1       1     1
      14       1  5.703783       1       0       0        0       0       0      33       1       1     1
