   1.0014     1.0955     1.0283      .9141          1  
    .6721      .7595      .9745      .6721          2  
    .7998      .7527      .4906      .7191          3  
    .7595      .8603      .9208      .7258          4  
    .8267      .7796      .6116      .7998          5  
   1.1358     1.1023     1.1359     1.0485          6  
    .8199      .7057      .7191      .7662          7  
    .7461      .6855      .5242      .7796          8  
   1.0417     1.1493     1.2232     1.0888          9  
    .9275      .9746      .8132      .9813         10  
   1.0418      .9611       .988     1.0687         11  
    .9477      .8872      .9275      .9141         12  
    .9544      .8401        .82     1.1022         13  
    .3024      .4167      .3965      .4369         14  
     .867      .8536      .8132      .7192         15  
    .8536        .82      .8603      .7394         16  
    1.035     1.0014     1.0149     1.1829         17  
   1.2972     1.1627      .9746     1.2569         18  
   1.0754     1.0888     1.0418     1.0754         19  
    .8267      .7796      .7595      .7931         20  
   1.1154     1.1841     1.0768     1.2308         21  
   1.2342     1.1344     1.1864      1.229         22  
   1.0216      .8776      .8338     1.0645         23  
   1.1824     1.0768      .9666     1.2079         24  
    .9694     1.0182     1.0558      .9378         25  
   1.3178     1.3192     1.2434     1.1937         26  
    .7316       .564      .4548      .8186         27  
    .6539      .5827      .4252      .9759         28  
   1.1167     1.0282      .7918      1.149         29  
    1.014      .9662        .45     1.1433         30  
   1.0932      .9568      .8023     1.1198         31  
   1.0011      .9945      .8654      .9501         32  
     .947      .8702      .7728     1.0113         33  
    1.042      .9063      .7723     1.0502         34  
   1.4271     1.2883     1.2376     1.4619         35  
   1.1926     1.0739      .9311     1.4599         36  
   1.2967     1.1976     1.1306     1.2524         37  
    1.166     1.0084      .6735     1.2847         38  
   1.6478     1.3095     1.3401     1.4853         39  
   1.6229     1.2885     1.0971     1.5187         40  
   1.7875     1.5444     1.3162     1.5303         41  
   1.7104     1.4005     1.2119     1.4841         42  
   2.3161     2.0244      1.688     1.8081         43  
   2.0534     1.7095     1.5746     1.9844         44  
    1.604     1.4769     1.3871     1.5674         45  
    1.698      1.443     1.4558     1.6893         46  
   1.9691     1.7107     1.6571     1.7191         47  
   2.2318     1.8435     1.7992     2.2353         48  
