 -0.0245214    -2.779487    -55.215546    2.2500004    23.2902718            0
  0.0306066    -1.862821    -40.319706    3.1666664    38.1861118            0
 -0.0434434    -0.266664    -10.371316   -3.5833336   -32.1263872            0
  0.0137196     1.733336     34.346584   -1.6666666   -21.4249982            0
  0.0236386     3.175636     71.559984   -0.1666666    -7.9249982            0
 -0.4884602   -2.7423066    -53.594426  -0.24999986   -4.16527782         -0.4
 -0.2535382   -1.9346146    -40.702416   0.75000014    1.66805418         -0.4
  0.1607768    0.0653804     -3.163986   2.75000014   19.33472418         -0.4
  0.1496408    1.7192304     33.920314  -2.33333356   -9.89444472          0.6
  0.4315808    2.8923104     63.540514  -0.91666686   -6.94305582          0.6
 -0.1431824    -3.080768     -85.54606    -3.066666     -85.04442         -0.2
 -0.0380944    -2.080768     -61.71276    -2.066666     -61.21112          0.8
  0.0003696    -0.080768      -8.04606    -0.066666      -7.54442         -0.2
  0.0490606     1.919232      53.62054     1.933334      54.12218         -0.2
  0.1318466     3.323072     101.68434     3.266664      99.67778         -0.2
 -0.0382714    -3.092308     -93.17334    -3.033336     -91.27776            0
 -0.0022264    -2.092308     -67.00674    -2.116666     -67.36806            0
  0.0226806    -0.092308      -8.67334    -0.116666      -9.36806            0
  0.0180926     1.907692      57.65996     1.883334      56.63194            0
 -0.0002754     3.369232     111.19346     3.383334     111.38194            0
 -0.4035584   -2.7384616    -57.976784   -1.9333334    -10.188889            0
  0.1444466   -1.7384616    -40.246014   -0.9333334     -7.188889            0
  1.0557076   -0.3346156    -11.980134   -0.7666664     -6.494444            0
 -0.8445444    1.6653844     35.096866    1.0666666      4.811111            0
  0.0479486    3.1461544     75.106066    2.5666666     19.061111            0
   -0.05428    -2.253844     -57.00742    -3.016667   -27.2958356            0
   -0.10797    -1.946154     -50.35652         -2.1   -22.6361136            0
  -0.285571    -0.215384      -9.41712         -0.1    -6.6361136            0
   0.220228     1.553846      38.62428          1.9    17.3638864            0
   0.227593     2.861536      78.15678     3.316667    39.2041764            0
 -0.2592634    -3.057692     -76.65084   -3.1166658    -61.734726            0
 -0.2161104    -2.057692     -55.45854   -2.1166658    -45.901376            0
 -0.1335654    -0.057692      -7.07384   -0.0333328     -6.491666            0
  0.2566856     1.942308      49.31076    1.9666672     39.508334            0
  0.3522536     3.230768      89.87246    3.2999972     74.619434            0
 -0.3378242   -2.2769222    -49.995278   1.44999966    8.03749944         -0.2
 -0.0102812   -2.2769222    -49.995278  -3.21666664  -15.29583276         -0.2
  0.0434478   -0.2769252    -10.687548  -1.21666634  -10.62916556         -0.2
  0.1354848    1.7230748     36.620152   0.78333366    2.03749944         -0.2
  0.1691728    3.1076948     74.057952   2.19999966   15.84999944          0.8
 -0.2078978   -2.7769232    -67.823292    0.8666664     3.3361124         -0.6
 -0.0663948   -2.0269192    -52.385752   -1.9666666    -8.9416676          0.4
  0.0576212   -0.1807692     -9.592852   -1.3833336    -7.7263896          0.4
  0.0837002    1.8192308     44.458348    0.5333334     1.0583324         -0.6
  0.1329712    3.1653808     85.343548    1.9500004    12.2736124          0.4
  -0.114435    -3.069232     -77.18698    3.1166666     18.915278            0
   -0.15692    -2.069232     -55.94338   -2.1333334     -8.647222            0
   0.031339    -0.069232      -7.45618   -2.1333334     -8.647222            0
   0.110128     1.930768      49.03092   -0.1333334     -4.647222            0
   0.129888     3.276928      91.55562    1.2833336      3.026388            0
