     18.70   16   39    1   37    0   58    1    1    1    1    0    0    1    0    0    1    0    1    0    0
     11.50   12   16    1   62    2   31    0    0    0    0    0    0    0    0    1    0    0    1    0    0
     15.04   16   13    1   40    0   32    1    0    1    1    0    0    1    0    0    0    1    0    1    0
     25.95   14   11    1   40    3   29    0    1    1    1    0    0    1    0    0    1    0    0    1    0
     24.03   12   51    1   40    0   66    1    0    1    1    0    0    1    1    0    0    0    1    0    0
     20.00   12   30    1   40    1   45    1    0    0    0    0    0    1    1    0    0    0    1    0    0
     53.84   16   30    1   50    1   49    1    0    1    1    0    0    1    0    0    0    1    1    0    0
     25.00   12   34    1   60    0   49    1    0    1    1    0    0    1    0    1    0    0    1    0    0
     28.85   16   31    1   45    1   50    1    0    1    1    0    0    1    0    1    0    0    1    0    0
     16.83   13   31    1   40    1   47    0    1    1    1    0    0    1    1    0    0    0    1    0    0
     14.80   12   45    1   55    0   60    1    0    1    1    0    0    1    0    1    0    0    1    0    0
     43.25   16   33    1   40    0   52    1    1    1    1    0    0    0    0    0    1    0    1    0    0
     19.23   12   33    1   40    0   48    0    0    1    1    0    0    1    0    0    1    0    1    0    0
     14.00   14   15    0   40    2   33    0    1    1    1    0    0    1    0    0    1    0    0    1    0
      8.00   12   23    1   45    2   38    0    1    0    0    0    0    1    1    0    0    0    1    0    0
     57.70   21   41    1   50    0   63    1    0    1    1    0    0    1    0    1    0    0    1    0    0
     20.00   12   50    1   40    0   65    0    0    1    1    0    0    1    1    0    0    0    1    0    0
     20.83   18   24    0   24    2   44    1    1    1    1    0    0    0    0    1    0    0    1    0    0
     22.00   11   27    1   40    2   40    1    0    1    1    0    0    1    0    0    0    1    1    0    0
     68.75   14   41    1   40    0   58    1    0    1    1    0    0    1    0    0    0    1    1    0    0
     10.50   12   27    1   40    0   42    1    0    1    1    0    0    1    0    0    0    1    1    0    0
      9.88   13   25    1   40    1   41    1    1    1    1    0    0    0    1    0    0    0    1    0    0
     10.96   12   22    1   50    2   37    1    0    1    1    0    0    0    1    0    0    0    1    0    0
      8.25   13   11    0   35    0   27    0    0    0    0    0    0    1    0    0    0    1    1    0    0
     14.86   18    3    1   37    0   23    0    1    1    1    0    0    1    1    0    0    0    1    0    0
      8.75   12   45    1   40    0   60    1    1    0    0    0    0    0    0    1    0    0    1    0    0
     15.30   12   34    1   40    1   49    1    0    1    1    0    0    1    0    0    1    0    1    0    0
     12.70   12   40    1   40    0   55    0    1    1    1    0    0    0    0    1    0    0    1    0    0
     10.75   13    6    0   40    0   22    0    1    0    0    0    0    1    0    0    0    1    1    0    0
     17.33   12   15    1    0    0   30    1    1    1    1    0    0    0    0    0    0    1    0    0    1
      7.50   10   27    1   40    0   39    1    1    0    0    0    0    1    0    0    1    0    1    0    0
     18.50   12   19    1   45    5   34    1    0    1    1    0    0    1    0    0    0    1    1    0    0
      9.00   13   30    1   40    0   46    1    1    1    1    0    0    0    0    0    1    0    1    0    0
     51.29   21   25    1   45    1   46    0    1    1    1    0    0    1    0    0    1    0    1    0    0
     20.53   14   38    1   40    0   55    1    1    1    1    0    0    0    0    1    0    0    1    0    0
